TOTAL_RESPONSE_TIME,CREATE_BUFFER,WRITE_BUFFER,CREATE_KERNEL_ARGS,CREATE_KERNEL,LAUNCH_KERNEL,READ_BUFFER,KERNEL_EXECUTION_TIME
0.003289,0.000003,0.000682,0.000001,0.000025,0.002022,0.000547,0.001826
0.003248,0.000003,0.000673,0.000001,0.000027,0.002008,0.000526,0.001806
0.003296,0.000003,0.000717,0.000002,0.000028,0.002015,0.000522,0.001815
0.003245,0.000004,0.000671,0.000001,0.000029,0.002014,0.000517,0.001816
0.003258,0.000002,0.000680,0.000002,0.000027,0.002011,0.000527,0.001812
0.003249,0.000003,0.000675,0.000001,0.000028,0.002007,0.000525,0.001806
0.003291,0.000003,0.000681,0.000002,0.000027,0.002019,0.000550,0.001818
0.003253,0.000004,0.000677,0.000001,0.000028,0.002013,0.000521,0.001812
0.003292,0.000003,0.000701,0.000002,0.000026,0.002035,0.000516,0.001830
0.003248,0.000003,0.000673,0.000001,0.000028,0.002011,0.000522,0.001811
0.003259,0.000003,0.000677,0.000001,0.000027,0.002014,0.000527,0.001815
0.003300,0.000003,0.000693,0.000001,0.000025,0.002021,0.000547,0.001812
0.003269,0.000003,0.000671,0.000001,0.000028,0.002035,0.000521,0.001816
0.003292,0.000002,0.000700,0.000001,0.000027,0.002020,0.000531,0.001820
0.003259,0.000003,0.000671,0.000001,0.000028,0.002018,0.000528,0.001818
0.003296,0.000002,0.000675,0.000001,0.000028,0.002044,0.000536,0.001822
0.003280,0.000003,0.000676,0.000001,0.000028,0.002037,0.000525,0.001833
0.003309,0.000003,0.000678,0.000001,0.000032,0.002038,0.000546,0.001814
0.003261,0.000003,0.000675,0.000002,0.000026,0.002025,0.000519,0.001814
0.003306,0.000003,0.000696,0.000001,0.000025,0.002038,0.000532,0.001828
0.003262,0.000003,0.000675,0.000001,0.000027,0.002020,0.000525,0.001812
0.003268,0.000002,0.000682,0.000001,0.000028,0.002014,0.000531,0.001811
0.003277,0.000003,0.000673,0.000001,0.000028,0.002036,0.000525,0.001828
0.003280,0.000002,0.000673,0.000001,0.000030,0.002040,0.000523,0.001830
0.003285,0.000002,0.000697,0.000001,0.000028,0.002017,0.000529,0.001812
0.003284,0.000004,0.000674,0.000001,0.000028,0.002033,0.000534,0.001816
0.003254,0.000003,0.000675,0.000001,0.000027,0.002017,0.000522,0.001814
0.003261,0.000003,0.000673,0.000001,0.000026,0.002015,0.000532,0.001813
0.003299,0.000005,0.000677,0.000001,0.000029,0.002033,0.000545,0.001819
0.003266,0.000003,0.000676,0.000001,0.000028,0.002013,0.000534,0.001814
0.003301,0.000003,0.000699,0.000001,0.000027,0.002020,0.000541,0.001819
0.003276,0.000003,0.000674,0.000001,0.000027,0.002021,0.000540,0.001819
0.003268,0.000003,0.000675,0.000001,0.000027,0.002030,0.000521,0.001833
0.003253,0.000002,0.000671,0.000001,0.000027,0.002019,0.000523,0.001815
0.003282,0.000003,0.000673,0.000001,0.000028,0.002019,0.000529,0.001822
0.003265,0.000003,0.000676,0.000001,0.000029,0.002015,0.000530,0.001812
0.003266,0.000003,0.000674,0.000001,0.000046,0.002010,0.000522,0.001809
0.003272,0.000003,0.000677,0.000001,0.000027,0.002027,0.000529,0.001825
0.003250,0.000003,0.000673,0.000001,0.000027,0.002013,0.000523,0.001815
0.003289,0.000003,0.000672,0.000001,0.000029,0.002026,0.000547,0.001818
0.003271,0.000004,0.000676,0.000001,0.000028,0.002025,0.000528,0.001815
0.003279,0.000003,0.000701,0.000001,0.000027,0.002013,0.000523,0.001816
0.003297,0.000003,0.000692,0.000001,0.000028,0.002024,0.000538,0.001825
0.003256,0.000002,0.000680,0.000001,0.000030,0.002019,0.000513,0.001810
0.003257,0.000003,0.000673,0.000001,0.000028,0.002019,0.000524,0.001821
0.003280,0.000002,0.000681,0.000001,0.000028,0.002011,0.000547,0.001811
0.003243,0.000002,0.000676,0.000001,0.000027,0.002003,0.000523,0.001805
0.003268,0.000003,0.000703,0.000001,0.000026,0.002000,0.000524,0.001798
0.003269,0.000003,0.000674,0.000001,0.000028,0.002032,0.000522,0.001830
0.003258,0.000003,0.000679,0.000001,0.000028,0.002024,0.000514,0.001817
0.003302,0.000002,0.000670,0.000001,0.000026,0.002020,0.000572,0.001819
0.003268,0.000003,0.000681,0.000001,0.000027,0.002021,0.000526,0.001819
0.003276,0.000003,0.000698,0.000001,0.000029,0.002012,0.000523,0.001812
0.003257,0.000003,0.000680,0.000001,0.000028,0.002014,0.000521,0.001816
0.003262,0.000003,0.000673,0.000001,0.000027,0.002035,0.000513,0.001830
0.003259,0.000003,0.000678,0.000001,0.000025,0.002017,0.000525,0.001818
0.003271,0.000002,0.000674,0.000001,0.000026,0.002017,0.000543,0.001817
0.003271,0.000003,0.000681,0.000001,0.000026,0.002026,0.000523,0.001827
0.003274,0.000003,0.000694,0.000001,0.000025,0.002016,0.000525,0.001817
0.003288,0.000003,0.000684,0.000001,0.000028,0.002032,0.000529,0.001828
0.003255,0.000003,0.000674,0.000001,0.000027,0.002016,0.000525,0.001815
0.003303,0.000002,0.000690,0.000001,0.000026,0.002022,0.000552,0.001823
0.003252,0.000003,0.000672,0.000001,0.000026,0.002014,0.000527,0.001812
0.003298,0.000002,0.000722,0.000001,0.000027,0.002011,0.000524,0.001808
0.003242,0.000002,0.000672,0.000001,0.000026,0.002013,0.000517,0.001800
0.003260,0.000003,0.000679,0.000001,0.000027,0.002015,0.000526,0.001811
0.003268,0.000003,0.000678,0.000001,0.000026,0.002023,0.000526,0.001824
0.003289,0.000002,0.000680,0.000001,0.000028,0.002016,0.000551,0.001821
0.003243,0.000003,0.000674,0.000001,0.000026,0.002005,0.000525,0.001807
0.003281,0.000002,0.000701,0.000002,0.000025,0.002016,0.000523,0.001814
0.003249,0.000002,0.000672,0.000001,0.000025,0.002012,0.000526,0.001812
0.003277,0.000002,0.000681,0.000002,0.000026,0.002010,0.000546,0.001811
0.003295,0.000003,0.000673,0.000001,0.000025,0.002035,0.000545,0.001825
0.003314,0.000003,0.000679,0.000001,0.000031,0.002060,0.000528,0.001826
0.003354,0.000004,0.000709,0.000001,0.000027,0.002060,0.000541,0.001817
0.003304,0.000003,0.000687,0.000001,0.000033,0.002041,0.000527,0.001808
0.003355,0.000003,0.000694,0.000001,0.000033,0.002061,0.000545,0.001835
0.003312,0.000004,0.000684,0.000001,0.000037,0.002039,0.000532,0.001821
0.003318,0.000003,0.000681,0.000001,0.000034,0.002027,0.000560,0.001820
0.003278,0.000004,0.000683,0.000001,0.000031,0.002021,0.000528,0.001813
0.003312,0.000003,0.000706,0.000002,0.000032,0.002033,0.000526,0.001817
0.003263,0.000003,0.000675,0.000001,0.000029,0.002017,0.000526,0.001814
0.003275,0.000003,0.000673,0.000001,0.000027,0.002024,0.000535,0.001825
0.003247,0.000003,0.000674,0.000001,0.000027,0.002009,0.000524,0.001808
0.003282,0.000003,0.000672,0.000001,0.000028,0.002013,0.000554,0.001817
0.003254,0.000003,0.000673,0.000001,0.000026,0.002019,0.000523,0.001821
0.003289,0.000003,0.000697,0.000001,0.000029,0.002016,0.000532,0.001816
0.003255,0.000003,0.000672,0.000001,0.000029,0.002020,0.000522,0.001817
0.003271,0.000003,0.000673,0.000001,0.000026,0.002025,0.000533,0.001826
0.003288,0.000003,0.000675,0.000001,0.000030,0.002044,0.000525,0.001813
0.003264,0.000003,0.000672,0.000001,0.000027,0.002023,0.000528,0.001818
0.003263,0.000003,0.000699,0.000001,0.000028,0.002005,0.000517,0.001800
0.003279,0.000003,0.000673,0.000001,0.000027,0.002027,0.000539,0.001823
0.003262,0.000002,0.000673,0.000001,0.000027,0.002023,0.000526,0.001824
0.003274,0.000003,0.000673,0.000001,0.000027,0.002028,0.000531,0.001831
0.003272,0.000002,0.000672,0.000001,0.000026,0.002015,0.000545,0.001818
0.003259,0.000003,0.000673,0.000001,0.000028,0.002001,0.000545,0.001806
0.003294,0.000002,0.000693,0.000001,0.000027,0.002031,0.000529,0.001826
0.003278,0.000004,0.000675,0.000001,0.000026,0.002033,0.000529,0.001833
0.003265,0.000002,0.000673,0.000001,0.000026,0.002031,0.000521,0.001828
0.003279,0.000003,0.000673,0.000001,0.000027,0.002038,0.000527,0.001835
0.003254,0.000002,0.000674,0.000001,0.000026,0.002022,0.000519,0.001822
0.003285,0.000003,0.000694,0.000001,0.000025,0.002022,0.000530,0.001814
0.003305,0.000002,0.000702,0.000001,0.000025,0.002042,0.000523,0.001825
0.003259,0.000003,0.000674,0.000001,0.000027,0.002019,0.000525,0.001821
0.003280,0.000003,0.000676,0.000001,0.000027,0.002019,0.000544,0.001822
0.003287,0.000003,0.000677,0.000001,0.000026,0.002032,0.000535,0.001826
0.003252,0.000003,0.000674,0.000001,0.000026,0.002011,0.000528,0.001812
0.003289,0.000002,0.000706,0.000002,0.000028,0.002016,0.000524,0.001815
0.003245,0.000003,0.000673,0.000001,0.000027,0.002012,0.000521,0.001811
0.003266,0.000003,0.000680,0.000001,0.000027,0.002021,0.000525,0.001821
0.003252,0.000002,0.000672,0.000001,0.000028,0.002019,0.000520,0.001821
0.003263,0.000003,0.000681,0.000001,0.000028,0.002023,0.000518,0.001820
0.003290,0.000003,0.000698,0.000001,0.000028,0.002026,0.000524,0.001830
0.003289,0.000003,0.000682,0.000001,0.000047,0.002021,0.000525,0.001820
0.003279,0.000003,0.000670,0.000001,0.000025,0.002025,0.000545,0.001821
0.003264,0.000003,0.000678,0.000001,0.000026,0.002033,0.000514,0.001821
0.003270,0.000003,0.000676,0.000001,0.000029,0.002016,0.000536,0.001818
0.003272,0.000003,0.000681,0.000001,0.000026,0.002027,0.000524,0.001822
0.003283,0.000003,0.000699,0.000001,0.000025,0.002021,0.000523,0.001828
0.003264,0.000003,0.000685,0.000001,0.000029,0.002010,0.000526,0.001811
0.003251,0.000002,0.000676,0.000001,0.000027,0.002012,0.000524,0.001812
0.003272,0.000002,0.000680,0.000001,0.000028,0.002024,0.000529,0.001824
0.003281,0.000002,0.000671,0.000001,0.000026,0.002022,0.000549,0.001817
0.003268,0.000003,0.000680,0.000001,0.000025,0.002024,0.000525,0.001825
0.003270,0.000003,0.000705,0.000001,0.000025,0.002006,0.000521,0.001804
0.003261,0.000002,0.000682,0.000001,0.000027,0.002015,0.000524,0.001819
0.003255,0.000002,0.000674,0.000001,0.000027,0.002026,0.000515,0.001823
0.003285,0.000002,0.000680,0.000001,0.000030,0.002009,0.000552,0.001815
0.003278,0.000003,0.000675,0.000001,0.000028,0.002027,0.000534,0.001812
0.003320,0.000003,0.000715,0.000001,0.000037,0.002030,0.000524,0.001817
0.003287,0.000003,0.000673,0.000001,0.000026,0.002045,0.000528,0.001828
0.003341,0.000003,0.000701,0.000001,0.000034,0.002049,0.000538,0.001827
0.003354,0.000004,0.000689,0.000001,0.000039,0.002063,0.000543,0.001837
0.003365,0.000003,0.000703,0.000001,0.000041,0.002039,0.000560,0.001801
0.003338,0.000004,0.000686,0.000002,0.000046,0.002061,0.000528,0.001822
0.003340,0.000003,0.000719,0.000001,0.000037,0.002034,0.000535,0.001830
0.003335,0.000003,0.000707,0.000001,0.000031,0.002042,0.000541,0.001821
0.003273,0.000002,0.000673,0.000001,0.000027,0.002031,0.000528,0.001823
0.003292,0.000003,0.000674,0.000001,0.000030,0.002044,0.000528,0.001830
0.003283,0.000003,0.000671,0.000001,0.000027,0.002021,0.000550,0.001817
0.003261,0.000004,0.000674,0.000001,0.000027,0.002013,0.000531,0.001813
0.003290,0.000003,0.000697,0.000001,0.000027,0.002017,0.000533,0.001819
0.003256,0.000003,0.000673,0.000001,0.000027,0.002012,0.000530,0.001813
0.003249,0.000003,0.000670,0.000001,0.000027,0.002014,0.000524,0.001815
0.003254,0.000003,0.000672,0.000001,0.000029,0.002008,0.000531,0.001805
0.003260,0.000003,0.000674,0.000001,0.000027,0.002029,0.000514,0.001824
0.003303,0.000003,0.000704,0.000001,0.000028,0.002022,0.000535,0.001823
0.003306,0.000003,0.000692,0.000001,0.000028,0.002043,0.000529,0.001823
0.003277,0.000003,0.000674,0.000002,0.000030,0.002019,0.000538,0.001816
0.003262,0.000003,0.000675,0.000001,0.000029,0.002020,0.000524,0.001822
0.003291,0.000002,0.000673,0.000001,0.000029,0.002025,0.000551,0.001815
0.003246,0.000003,0.000674,0.000001,0.000029,0.002004,0.000524,0.001805
0.003291,0.000003,0.000702,0.000001,0.000028,0.002005,0.000541,0.001807
0.003277,0.000004,0.000672,0.000001,0.000028,0.002036,0.000525,0.001820
0.003261,0.000002,0.000673,0.000001,0.000027,0.002017,0.000531,0.001818
0.003258,0.000003,0.000671,0.000001,0.000026,0.002032,0.000516,0.001816
0.003261,0.000002,0.000671,0.000001,0.000036,0.002009,0.000532,0.001814
0.003283,0.000023,0.000678,0.000001,0.000028,0.002013,0.000530,0.001811
0.003282,0.000003,0.000675,0.000001,0.000027,0.002037,0.000529,0.001819
0.003249,0.000003,0.000674,0.000001,0.000027,0.002011,0.000523,0.001813
0.003263,0.000003,0.000671,0.000001,0.000027,0.002019,0.000533,0.001820
0.003283,0.000003,0.000672,0.000002,0.000026,0.002030,0.000542,0.001821
0.003275,0.000003,0.000675,0.000001,0.000026,0.002032,0.000528,0.001823
0.003309,0.000003,0.000723,0.000002,0.000027,0.002018,0.000526,0.001818
0.003335,0.000003,0.000746,0.000001,0.000028,0.002023,0.000523,0.001817
0.003268,0.000003,0.000672,0.000001,0.000026,0.002030,0.000526,0.001824
0.003261,0.000003,0.000672,0.000001,0.000026,0.002016,0.000532,0.001818
0.003328,0.000003,0.000684,0.000001,0.000033,0.002017,0.000577,0.001814
0.003294,0.000003,0.000690,0.000001,0.000034,0.002025,0.000529,0.001818
0.003310,0.000003,0.000715,0.000001,0.000035,0.002010,0.000534,0.001808
0.003319,0.000004,0.000702,0.000001,0.000037,0.002027,0.000536,0.001818
0.003331,0.000003,0.000704,0.000001,0.000042,0.002048,0.000521,0.001822
0.003308,0.000003,0.000697,0.000001,0.000040,0.002023,0.000532,0.001811
0.003302,0.000004,0.000677,0.000001,0.000030,0.002019,0.000560,0.001817
0.003266,0.000003,0.000681,0.000001,0.000031,0.002015,0.000526,0.001816
0.003293,0.000003,0.000696,0.000001,0.000026,0.002041,0.000516,0.001821
0.003273,0.000003,0.000678,0.000001,0.000027,0.002025,0.000529,0.001823
0.003246,0.000003,0.000672,0.000002,0.000028,0.002008,0.000526,0.001807
0.003289,0.000002,0.000679,0.000001,0.000028,0.002021,0.000549,0.001821
0.003256,0.000003,0.000681,0.000001,0.000028,0.002005,0.000527,0.001803
0.003311,0.000003,0.000715,0.000001,0.000029,0.002039,0.000514,0.001827
0.003260,0.000003,0.000673,0.000001,0.000028,0.002018,0.000527,0.001817
0.003267,0.000003,0.000685,0.000001,0.000028,0.002014,0.000526,0.001814
0.003268,0.000003,0.000676,0.000001,0.000028,0.002026,0.000524,0.001824
0.003302,0.000003,0.000682,0.000001,0.000029,0.002028,0.000549,0.001828
0.003273,0.000003,0.000673,0.000001,0.000028,0.002045,0.000513,0.001830
0.003311,0.000003,0.000707,0.000001,0.000027,0.002040,0.000523,0.001826
0.003283,0.000003,0.000674,0.000001,0.000025,0.002047,0.000524,0.001823
0.003283,0.000003,0.000682,0.000001,0.000026,0.002037,0.000523,0.001833
0.003264,0.000003,0.000674,0.000001,0.000025,0.002028,0.000524,0.001825
0.003302,0.000003,0.000687,0.000001,0.000028,0.002044,0.000530,0.001823
0.003292,0.000018,0.000682,0.000001,0.000028,0.002026,0.000526,0.001821
0.003285,0.000004,0.000682,0.000001,0.000041,0.002025,0.000524,0.001816
0.003274,0.000002,0.000674,0.000001,0.000027,0.002035,0.000526,0.001821
0.003265,0.000002,0.000681,0.000002,0.000025,0.002033,0.000513,0.001826
0.003262,0.000003,0.000675,0.000001,0.000026,0.002006,0.000541,0.001810
0.003281,0.000004,0.000681,0.000002,0.000025,0.002014,0.000546,0.001812
0.003299,0.000003,0.000710,0.000001,0.000031,0.002022,0.000522,0.001818
0.003256,0.000003,0.000674,0.000001,0.000027,0.002017,0.000523,0.001820
0.003286,0.000002,0.000692,0.000001,0.000026,0.002027,0.000527,0.001816
0.003268,0.000003,0.000674,0.000002,0.000027,0.002027,0.000525,0.001824
0.003273,0.000003,0.000675,0.000001,0.000028,0.002002,0.000556,0.001805
0.003260,0.000004,0.000675,0.000001,0.000027,0.002018,0.000525,0.001821
0.003301,0.000003,0.000696,0.000001,0.000028,0.002029,0.000535,0.001828
0.003251,0.000004,0.000672,0.000002,0.000026,0.002025,0.000513,0.001819
0.003280,0.000004,0.000673,0.000002,0.000027,0.002029,0.000537,0.001821
0.003261,0.000003,0.000674,0.000001,0.000026,0.002011,0.000538,0.001812
0.003269,0.000003,0.000671,0.000001,0.000025,0.002030,0.000530,0.001828
0.003278,0.000003,0.000699,0.000001,0.000026,0.002017,0.000523,0.001818
0.003265,0.000002,0.000670,0.000001,0.000027,0.002027,0.000530,0.001830
0.003230,0.000003,0.000673,0.000001,0.000027,0.002000,0.000515,0.001810
0.003276,0.000003,0.000675,0.000002,0.000026,0.002017,0.000543,0.001819
0.003266,0.000002,0.000674,0.000001,0.000025,0.002009,0.000544,0.001810
0.003269,0.000003,0.000677,0.000001,0.000026,0.002022,0.000531,0.001821
0.003288,0.000004,0.000693,0.000001,0.000029,0.002030,0.000522,0.001823
0.003244,0.000003,0.000674,0.000001,0.000025,0.002005,0.000527,0.001807
0.003255,0.000003,0.000672,0.000001,0.000028,0.002018,0.000524,0.001820
0.003274,0.000003,0.000674,0.000001,0.000026,0.002023,0.000539,0.001813
0.003260,0.000004,0.000674,0.000001,0.000027,0.002016,0.000526,0.001817
0.003316,0.000003,0.000705,0.000001,0.000028,0.002034,0.000536,0.001822
0.003259,0.000002,0.000672,0.000001,0.000026,0.002024,0.000522,0.001821
0.003281,0.000002,0.000671,0.000001,0.000027,0.002036,0.000533,0.001837
0.003260,0.000002,0.000673,0.000001,0.000025,0.002023,0.000526,0.001820
0.003280,0.000003,0.000673,0.000001,0.000025,0.002017,0.000552,0.001815
0.003282,0.000003,0.000700,0.000001,0.000028,0.002019,0.000522,0.001820
0.003378,0.000003,0.000767,0.000002,0.000026,0.002031,0.000540,0.001826
0.003262,0.000003,0.000675,0.000001,0.000025,0.002025,0.000522,0.001826
0.003274,0.000003,0.000676,0.000001,0.000026,0.002025,0.000533,0.001826
0.003260,0.000002,0.000679,0.000001,0.000028,0.002017,0.000523,0.001815
0.003248,0.000002,0.000673,0.000001,0.000027,0.002022,0.000515,0.001820
0.003300,0.000003,0.000696,0.000001,0.000026,0.002016,0.000548,0.001818
0.003273,0.000003,0.000675,0.000001,0.000026,0.002034,0.000524,0.001818
0.003261,0.000002,0.000672,0.000001,0.000027,0.002019,0.000530,0.001822
0.003248,0.000003,0.000672,0.000001,0.000027,0.002014,0.000523,0.001815
0.003292,0.000002,0.000674,0.000001,0.000026,0.002026,0.000553,0.001828
0.003263,0.000003,0.000674,0.000001,0.000026,0.002014,0.000535,0.001817
0.003286,0.000003,0.000697,0.000001,0.000026,0.002016,0.000532,0.001818
0.003259,0.000002,0.000672,0.000001,0.000027,0.002024,0.000522,0.001810
0.003265,0.000003,0.000672,0.000001,0.000027,0.002023,0.000529,0.001826
0.003255,0.000003,0.000674,0.000001,0.000026,0.002019,0.000523,0.001812
0.003249,0.000003,0.000671,0.000001,0.000026,0.002017,0.000520,0.001812
0.003291,0.000003,0.000696,0.000001,0.000026,0.002025,0.000530,0.001827
0.003319,0.000003,0.000676,0.000001,0.000027,0.002059,0.000543,0.001822
0.003285,0.000004,0.000677,0.000001,0.000028,0.002039,0.000526,0.001833
0.003271,0.000002,0.000673,0.000001,0.000026,0.002033,0.000526,0.001812
0.003297,0.000002,0.000673,0.000001,0.000027,0.002034,0.000549,0.001820
0.003278,0.000004,0.000679,0.000001,0.000026,0.002023,0.000534,0.001817
0.003295,0.000004,0.000696,0.000001,0.000027,0.002033,0.000522,0.001818
0.003255,0.000004,0.000672,0.000001,0.000026,0.002010,0.000530,0.001811
0.003270,0.000003,0.000676,0.000001,0.000028,0.002035,0.000517,0.001816
0.003276,0.000002,0.000672,0.000001,0.000026,0.002031,0.000534,0.001822
0.003283,0.000002,0.000673,0.000001,0.000025,0.002025,0.000546,0.001819
0.003266,0.000003,0.000674,0.000001,0.000027,0.002023,0.000529,0.001821
0.003285,0.000003,0.000695,0.000001,0.000028,0.002028,0.000522,0.001829
0.003261,0.000002,0.000674,0.000001,0.000026,0.002027,0.000520,0.001822
0.003265,0.000003,0.000674,0.000001,0.000026,0.002025,0.000526,0.001821
0.003297,0.000003,0.000673,0.000001,0.000027,0.002030,0.000553,0.001829
0.003279,0.000003,0.000674,0.000001,0.000027,0.002018,0.000547,0.001815
0.003289,0.000002,0.000707,0.000001,0.000029,0.002008,0.000531,0.001810
0.003248,0.000003,0.000673,0.000001,0.000027,0.002014,0.000519,0.001811
0.003269,0.000004,0.000672,0.000001,0.000026,0.002031,0.000526,0.001820
0.003283,0.000002,0.000677,0.000001,0.000028,0.002036,0.000527,0.001824
0.003321,0.000003,0.000683,0.000001,0.000029,0.002035,0.000559,0.001819
0.003254,0.000004,0.000674,0.000001,0.000029,0.002015,0.000521,0.001813
0.003295,0.000003,0.000704,0.000001,0.000026,0.002027,0.000525,0.001818
0.003259,0.000002,0.000675,0.000001,0.000027,0.002010,0.000535,0.001808
0.003271,0.000003,0.000680,0.000001,0.000027,0.002024,0.000527,0.001823
0.003257,0.000002,0.000674,0.000001,0.000027,0.002020,0.000522,0.001806
0.003255,0.000002,0.000678,0.000001,0.000028,0.002015,0.000522,0.001815
0.003267,0.000003,0.000696,0.000001,0.000025,0.002019,0.000514,0.001814
0.003260,0.000002,0.000679,0.000001,0.000027,0.002014,0.000526,0.001810
0.003244,0.000002,0.000671,0.000001,0.000027,0.002008,0.000525,0.001811
0.003272,0.000003,0.000684,0.000001,0.000029,0.002019,0.000527,0.001820
0.003267,0.000004,0.000674,0.000001,0.000026,0.002009,0.000544,0.001813
0.003264,0.000003,0.000685,0.000001,0.000028,0.002011,0.000525,0.001809
0.003276,0.000004,0.000693,0.000001,0.000029,0.002023,0.000516,0.001818
0.003262,0.000002,0.000681,0.000001,0.000027,0.002013,0.000527,0.001816
0.003243,0.000002,0.000675,0.000001,0.000026,0.002005,0.000525,0.001804
0.003267,0.000003,0.000679,0.000001,0.000026,0.002012,0.000537,0.001811
0.003252,0.000002,0.000673,0.000001,0.000027,0.002017,0.000522,0.001806
0.003287,0.000003,0.000708,0.000001,0.000029,0.002012,0.000523,0.001810
0.003252,0.000003,0.000672,0.000001,0.000028,0.002019,0.000520,0.001799
0.003253,0.000003,0.000673,0.000001,0.000027,0.002013,0.000526,0.001814
0.003257,0.000003,0.000672,0.000001,0.000025,0.002020,0.000526,0.001816
0.003287,0.000003,0.000682,0.000001,0.000028,0.002018,0.000544,0.001815
0.003282,0.000004,0.000694,0.000001,0.000028,0.002026,0.000521,0.001825
0.003312,0.000003,0.000702,0.000002,0.000027,0.002043,0.000525,0.001825
0.003249,0.000003,0.000675,0.000001,0.000027,0.002006,0.000528,0.001808
0.003272,0.000003,0.000688,0.000001,0.000028,0.002018,0.000523,0.001810
0.003267,0.000003,0.000672,0.000001,0.000028,0.002028,0.000526,0.001816
0.003251,0.000003,0.000681,0.000001,0.000027,0.002005,0.000525,0.001803
0.003273,0.000003,0.000694,0.000001,0.000028,0.002019,0.000517,0.001815
0.003246,0.000003,0.000673,0.000001,0.000027,0.002008,0.000524,0.001812
0.003276,0.000002,0.000672,0.000001,0.000026,0.002014,0.000551,0.001815
0.003256,0.000003,0.000671,0.000001,0.000027,0.002021,0.000523,0.001822
0.003289,0.000002,0.000672,0.000001,0.000026,0.002027,0.000550,0.001824
0.003254,0.000003,0.000674,0.000001,0.000026,0.002016,0.000522,0.001818
0.003278,0.000003,0.000695,0.000001,0.000027,0.002009,0.000534,0.001812
0.003253,0.000002,0.000673,0.000001,0.000027,0.002019,0.000522,0.001820
0.003295,0.000003,0.000673,0.000001,0.000027,0.002045,0.000535,0.001824
0.003315,0.000003,0.000675,0.000001,0.000030,0.002051,0.000546,0.001827
0.003261,0.000003,0.000672,0.000001,0.000025,0.002019,0.000533,0.001805
0.003297,0.000003,0.000699,0.000001,0.000027,0.002031,0.000526,0.001820
0.003307,0.000002,0.000673,0.000001,0.000025,0.002063,0.000533,0.001825
0.003268,0.000003,0.000674,0.000001,0.000027,0.002030,0.000521,0.001819
0.003287,0.000002,0.000673,0.000001,0.000026,0.002045,0.000529,0.001833
0.003275,0.000003,0.000676,0.000001,0.000026,0.002015,0.000543,0.001816
0.003274,0.000004,0.000674,0.000001,0.000025,0.002027,0.000534,0.001824
0.003280,0.000003,0.000697,0.000001,0.000025,0.002022,0.000523,0.001812
0.003256,0.000003,0.000671,0.000002,0.000027,0.002013,0.000530,0.001812
0.003262,0.000003,0.000679,0.000001,0.000026,0.002020,0.000523,0.001818
0.003243,0.000003,0.000672,0.000001,0.000026,0.002004,0.000528,0.001803
0.003267,0.000003,0.000671,0.000001,0.000027,0.002028,0.000525,0.001819
0.003300,0.000003,0.000697,0.000001,0.000027,0.002029,0.000531,0.001820
0.003280,0.000003,0.000674,0.000001,0.000027,0.002043,0.000522,0.001813
0.003259,0.000003,0.000674,0.000001,0.000026,0.002012,0.000534,0.001810
0.003255,0.000003,0.000671,0.000001,0.000028,0.002018,0.000523,0.001820
0.003268,0.000003,0.000672,0.000002,0.000026,0.002007,0.000549,0.001809
0.003273,0.000003,0.000676,0.000001,0.000028,0.002028,0.000528,0.001826
